,index,Episode Number,Key,Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulativ reward,agent_id
120,30,30,[861821.],1,3,0,0,85,1.2500135276681417,-36.0,0
121,1162,30,[186832.],1,4,0,0,181,0.7204524173539811,-38.0,1
122,2280,30,[734538.],1,9,0,0,189,0.7424412058641322,-48.0,2
123,3412,30,[513589.],1,5,0,0,172,0.7618513788492859,-40.0,3
124,31,31,[861821.],1,12,0,0,221,0.6236391524214918,-54.0,0
125,1163,31,[186832.],1,8,0,0,240,0.5856062304063404,-46.0,1
126,2281,31,[734538.],1,7,0,0,146,0.8742362545085419,-44.0,2
127,3413,31,[513589.],1,3,0,0,141,0.8687379135614832,-36.0,3
128,32,32,[861821.],1,4,0,0,139,0.8806531486950944,-38.0,0
129,1164,32,[186832.],1,6,0,0,156,0.7757641259714786,-42.0,1
130,2282,32,[734538.],1,15,0,0,290,0.5448360877174291,-60.0,2
131,3414,32,[513589.],1,3,0,0,132,0.9376257973572366,-36.0,3
132,33,33,[861821.],1,9,0,0,313,0.5219200444437686,-48.0,0
133,1165,33,[186832.],1,17,0,0,268,0.5658525205294577,-64.0,1
134,2283,33,[734538.],1,14,0,0,354,0.4921848053037018,-58.0,2
135,3415,33,[513589.],0,11,0,0,400,0.4635899502651525,-22.0,3
136,34,34,[861821.],1,29,0,0,372,0.4878768622248411,-88.0,0
137,1166,34,[186832.],1,3,0,0,148,0.7983850661059239,-36.0,1
138,2284,34,[734538.],1,8,0,0,355,0.4982411110232307,-46.0,2
139,3416,34,[513589.],1,3,0,0,165,0.7852224915183094,-36.0,3
140,35,35,[861821.],0,15,0,0,400,0.4639385657853437,-30.0,0
141,1167,35,[186832.],1,8,0,0,242,0.5976657861496673,-46.0,1
142,2285,35,[734538.],1,15,0,0,353,0.4964144835802082,-60.0,2
143,3417,35,[513589.],0,8,0,0,400,0.4835705949068228,-16.0,3
144,36,36,[861821.],1,6,0,0,215,0.6395473139821358,-42.0,0
145,1168,36,[186832.],0,19,0,0,400,0.4469038064176467,-38.0,1
146,2286,36,[734538.],1,13,0,0,204,0.7077360353413175,-56.0,2
147,3418,36,[513589.],1,16,0,0,302,0.5366246990121972,-62.0,3
148,37,37,[861821.],1,9,0,0,322,0.5123807375647821,-48.0,0
149,1169,37,[186832.],1,11,0,0,280,0.561555282087334,-52.0,1
150,2287,37,[734538.],1,3,0,0,95,1.203569269199973,-36.0,2
151,3419,37,[513589.],1,15,0,0,262,0.6069812741415253,-60.0,3
152,38,38,[861821.],1,7,0,0,201,0.6851263315897604,-44.0,0
153,1170,38,[186832.],1,10,0,0,154,0.8031244151062661,-50.0,1
154,2288,38,[734538.],1,3,0,0,162,0.7957027444677595,-36.0,2
155,3420,38,[513589.],0,16,0,0,400,0.4719661974888804,-32.0,3
156,39,39,[861821.],1,23,0,0,392,0.4627668793344935,-76.0,0
157,1171,39,[186832.],1,9,0,0,288,0.5388699466132898,-48.0,1
158,2289,39,[734538.],1,3,0,0,109,1.0611015423247945,-36.0,2
159,3421,39,[513589.],1,14,0,0,250,0.6051184186676538,-58.0,3
160,40,40,[861821.],1,14,0,0,223,0.6235518813046791,-58.0,0
161,1172,40,[186832.],1,26,0,0,314,0.5123821268198187,-82.0,1
162,2290,40,[734538.],1,5,0,0,179,0.7610395341864095,-40.0,2
163,3422,40,[513589.],1,6,0,0,133,0.9456583622333838,-42.0,3
164,41,41,[861821.],1,9,0,0,210,0.6619500144393736,-48.0,0
165,1173,41,[186832.],1,8,0,0,280,0.5646917727820663,-46.0,1
166,2291,41,[734538.],1,15,0,0,183,0.7424692344760416,-60.0,2
167,3423,41,[513589.],1,10,0,0,249,0.6195660009519937,-50.0,3
168,42,42,[861821.],0,12,0,0,400,0.4705908199099936,-24.0,0
169,1174,42,[186832.],1,5,0,0,145,0.8521968683153948,-40.0,1
170,2292,42,[734538.],1,5,0,0,180,0.7542418528444284,-40.0,2
171,3424,42,[513589.],1,14,0,0,207,0.6706474227665163,-58.0,3
172,43,43,[861821.],1,11,0,0,214,0.6257503169531818,-52.0,0
173,1175,43,[186832.],0,15,0,0,400,0.4533461560070551,-30.0,1
174,2293,43,[734538.],1,14,0,0,258,0.6093772644029901,-58.0,2
175,3425,43,[513589.],0,13,0,0,400,0.4753546610194335,-26.0,3
176,44,44,[861821.],1,5,0,0,212,0.6666895335554743,-40.0,0
177,1176,44,[186832.],1,8,0,0,186,0.7156840663387544,-46.0,1
178,2294,44,[734538.],1,14,0,0,263,0.5595661951786858,-58.0,2
179,3426,44,[513589.],1,3,0,0,139,0.8657297194504465,-36.0,3
180,45,45,[861821.],1,9,0,0,145,0.8237414863775904,-48.0,0
181,1177,45,[186832.],1,10,0,0,166,0.7676731635771282,-50.0,1
182,2295,45,[734538.],0,13,0,0,400,0.4748166856314249,-26.0,2
183,3427,45,[513589.],0,10,0,0,400,0.4654605445718216,-20.0,3
