Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulative reward
1,21,0,0,362,0.3794256927769604,-62.0
1,14,0,0,272,0.46314280660382284,-48.0
1,7,0,0,186,0.6309243717725109,-34.0
1,8,0,0,184,0.636631561582984,-36.0
1,8,0,0,198,0.5976208363021176,-36.0
1,15,0,0,343,0.3859788048270949,-50.0
0,14,0,0,401,0.348957901404376,-28.0
1,4,0,0,137,0.8003001550113318,-28.0
1,13,0,0,321,0.40461312686965256,-46.0
1,10,0,0,198,0.5974217059986504,-40.0
1,8,0,0,154,0.7339000718937607,-36.0
1,10,0,0,280,0.46076893958717063,-40.0
1,10,0,0,350,0.38032963240279416,-40.0
1,9,0,0,238,0.5074628754617883,-38.0
1,8,0,0,173,0.6552726273470088,-36.0
1,13,0,0,383,0.35660588189912423,-46.0
0,17,0,0,401,0.3479963584636571,-34.0
1,9,0,0,186,0.6337479633720757,-38.0
1,8,0,0,129,0.8591364340461822,-36.0
1,15,0,0,317,0.42332343447059817,-50.0
1,5,0,0,145,0.7691926571258545,-30.0
1,9,0,0,169,0.6687880547369807,-38.0
1,3,0,0,92,1.138417389487413,-26.0
1,8,0,0,136,0.8162745310946369,-36.0
1,5,0,0,184,0.6274570033416407,-30.0
1,20,0,0,241,0.5081034369090524,-60.0
1,7,0,0,236,0.5167490674443063,-34.0
1,4,0,0,126,0.8661973220336582,-28.0
1,17,0,0,353,0.38112946071174353,-54.0
1,3,0,0,177,0.6545382034358279,-26.0
1,3,0,0,135,0.8209307745704577,-26.0
1,9,0,0,229,0.5225782895867152,-38.0
1,16,0,0,241,0.504284943668979,-52.0
1,9,0,0,195,0.6121197697064918,-38.0
1,8,0,0,200,0.5866248093308843,-36.0
1,8,0,0,166,0.6932780691238537,-36.0
1,20,0,0,297,0.4372718319309988,-60.0
1,5,0,0,152,0.7476753239051996,-30.0
1,24,0,0,333,0.3918007174993377,-68.0
1,3,0,0,97,1.0909724619798786,-26.0
1,6,0,0,132,0.8351399550449787,-32.0
1,3,0,0,102,1.0499482020647375,-26.0
1,16,0,0,361,0.3756395171656524,-52.0
1,12,0,0,339,0.39294645128889283,-44.0
1,3,0,0,163,0.6951308526661035,-26.0
1,23,0,0,388,0.3582404312873759,-66.0
0,17,0,0,401,0.3483776905409805,-34.0
1,16,0,0,317,0.4068548812570674,-52.0
1,14,0,0,331,0.39739041595127755,-48.0
1,14,0,0,255,0.48382932824933667,-48.0
1,13,0,0,198,0.5840617793975956,-46.0
1,7,0,0,233,0.5120817394496608,-34.0
1,7,0,0,172,0.6609664179943788,-34.0
1,21,0,0,197,0.5966822895866101,-62.0
1,14,0,0,242,0.5172750288737956,-48.0
1,12,0,0,224,0.5436551265746548,-44.0
1,7,0,0,207,0.5698051351425714,-34.0
0,21,0,0,401,0.3546802875589784,-42.0
1,6,0,0,205,0.5774923195799659,-32.0
1,11,0,0,195,0.6046425213020514,-42.0
1,13,0,0,384,0.3641800257906492,-46.0
1,10,0,0,193,0.609300915653844,-40.0
1,18,0,0,283,0.4336056121528092,-56.0
1,7,0,0,124,0.8630678665934626,-34.0
1,10,0,0,349,0.38224628261822713,-40.0
0,0,0,0,26,2.884614989039657,0.0
1,5,0,0,243,0.51215699124028,-30.0
1,7,0,0,151,0.7381122479030848,-34.0
1,7,0,0,182,0.6493301761735794,-34.0
0,19,0,0,401,0.35246289869307523,-38.0
1,12,0,0,353,0.38023259983420965,-44.0
1,3,0,0,95,1.1039706536203633,-26.0
1,7,0,0,153,0.7309887846872123,-34.0
1,3,0,0,101,1.0615746509212152,-26.0
1,8,0,0,220,0.5384203513147804,-36.0
1,5,0,0,113,0.9484020631902257,-30.0
1,3,0,0,179,0.6390087589895254,-26.0
1,4,0,0,185,0.6231619605420639,-28.0
1,9,0,0,231,0.5332616594088351,-38.0
0,22,0,0,401,0.3505016349157354,-44.0
1,10,0,0,186,0.6355340898291473,-40.0
1,3,0,0,142,0.7658737178690607,-26.0
1,8,0,0,258,0.479829164624041,-36.0
1,9,0,0,240,0.5110012907453841,-38.0
1,3,0,0,113,0.9611217701200854,-26.0
1,13,0,0,196,0.5928494504652914,-46.0
1,8,0,0,158,0.7097531376959333,-36.0
1,13,0,0,230,0.5365835341482945,-46.0
0,26,0,0,401,0.34829182298212835,-52.0
1,7,0,0,150,0.738136389431518,-34.0
1,2,0,0,61,1.67497687094064,-24.0
1,3,0,0,155,0.7305123122506243,-26.0
1,23,0,0,362,0.37365892051508653,-66.0
1,4,0,0,98,1.0916631577445932,-28.0
1,9,0,0,248,0.505913182433251,-38.0
1,10,0,0,147,0.7619225845317903,-40.0
1,8,0,0,120,0.9049657148142689,-36.0
1,9,0,0,133,0.8248368442326478,-38.0
1,22,0,0,328,0.40444044453794953,-64.0
1,3,0,0,77,1.37502747756235,-26.0
1,12,0,0,266,0.46554769072166124,-44.0
1,3,0,0,243,0.49923637150406197,-26.0
0,19,0,0,401,0.3382640476117149,-38.0
0,24,0,0,401,0.35775612942626783,-48.0
1,12,0,0,261,0.48783567320659754,-44.0
1,10,0,0,265,0.4692213131476616,-40.0
1,10,0,0,195,0.6029758289825232,-40.0
1,12,0,0,218,0.5429407910926177,-44.0
1,4,0,0,125,0.878027904111845,-28.0
1,9,0,0,131,0.8627307467958983,-38.0
1,7,0,0,249,0.49829958285026854,-34.0
0,12,0,0,401,0.350815647472458,-24.0
1,3,0,0,140,0.7858144404740988,-26.0
1,12,0,0,228,0.5490743168025377,-44.0
1,12,0,0,304,0.42505161556141924,-44.0
1,4,0,0,142,0.7914462295107096,-28.0
1,8,0,0,145,0.7676609472714144,-36.0
1,3,0,0,106,1.0208380578828822,-26.0
0,26,0,0,401,0.3516834595328849,-52.0
1,3,0,0,80,1.2895902129913306,-26.0
1,22,0,0,400,0.34698352366786056,-64.0
0,21,0,0,401,0.351114317847817,-42.0
1,3,0,0,122,0.8948498090025988,-26.0
1,4,0,0,193,0.6060602438667976,-28.0
1,12,0,0,133,0.8376344403462298,-44.0
1,3,0,0,126,0.8684739482835422,-26.0
1,17,0,0,248,0.5050934487797721,-54.0
1,9,0,0,174,0.6520713604224415,-38.0
1,15,0,0,226,0.5353741838018836,-50.0
0,23,0,0,401,0.34794867037291494,-46.0
1,14,0,0,372,0.36387334195871196,-48.0
1,17,0,0,220,0.552237838919077,-54.0
1,11,0,0,252,0.48579906279921864,-42.0
0,21,0,0,401,0.34398674245142885,-42.0
1,3,0,0,94,1.1247366420793468,-26.0
1,9,0,0,182,0.63701437435879,-38.0
0,0,0,0,45,2.1734740636956826,0.0
1,18,0,0,303,0.4367881465560423,-56.0
1,7,0,0,166,0.6794067143287318,-34.0
0,25,0,0,401,0.3574061776286366,-50.0
1,17,0,0,241,0.5161986631150726,-54.0
1,7,0,0,105,1.0192705227042833,-34.0
1,3,0,0,104,1.024039959127178,-26.0
1,8,0,0,159,0.7211512799534724,-36.0
1,5,0,0,156,0.7216794024731623,-30.0
1,3,0,0,107,0.9884982739298858,-26.0
1,3,0,0,112,0.9685192639578125,-26.0
1,8,0,0,136,0.8205845703608965,-36.0
1,3,0,0,209,0.5755223514733193,-26.0
1,9,0,0,193,0.6086250016697393,-38.0
1,8,0,0,116,0.924730693558151,-36.0
1,7,0,0,182,0.6405707022233013,-34.0
1,11,0,0,242,0.5153814857466715,-42.0
1,11,0,0,186,0.6354240535261897,-42.0
1,4,0,0,121,0.9043605913236191,-28.0
0,17,0,0,401,0.34677249071041805,-34.0
1,6,0,0,144,0.7924168193756016,-32.0
1,3,0,0,96,1.1069516746457115,-26.0
1,6,0,0,197,0.6002798810114781,-32.0
1,7,0,0,272,0.46600001491031934,-34.0
1,8,0,0,164,0.6991965163662154,-36.0
1,11,0,0,203,0.588931839949773,-42.0
1,8,0,0,114,0.972930630644238,-36.0
0,26,0,0,401,0.34249411344453073,-52.0
1,8,0,0,105,1.016381838658401,-36.0
0,15,0,0,401,0.3464628979034887,-30.0
1,5,0,0,136,0.8058400260487576,-30.0
1,3,0,0,130,0.8407786500703853,-26.0
1,7,0,0,147,0.7602617635802981,-34.0
1,8,0,0,169,0.6640313555815264,-36.0
0,28,0,0,401,0.3462310599567853,-56.0
1,3,0,0,172,0.6662620149117257,-26.0
1,13,0,0,267,0.46544657732141825,-46.0
1,17,0,0,310,0.42236809266024783,-54.0
1,17,0,0,372,0.3690074813021363,-54.0
1,15,0,0,263,0.46972255010756925,-50.0
1,11,0,0,348,0.392379844388257,-42.0
1,8,0,0,227,0.5347777147196303,-36.0
1,3,0,0,123,0.877921825602827,-26.0
1,3,0,0,98,1.081835119542968,-26.0
1,19,0,0,296,0.4305833007755099,-58.0
1,3,0,0,182,0.6361051970158909,-26.0
1,3,0,0,198,0.597977197426056,-26.0
1,11,0,0,355,0.3845157577103716,-42.0
1,13,0,0,372,0.3625851894161486,-46.0
1,14,0,0,236,0.5197378460081771,-48.0
1,15,0,0,263,0.47263223676225935,-50.0
1,3,0,0,209,0.5634878888920417,-26.0
1,8,0,0,107,1.0176361066935458,-36.0
1,7,0,0,129,0.8487200244183484,-34.0
0,17,0,0,401,0.3527913733346129,-34.0
1,8,0,0,133,0.8253234464913114,-36.0
1,17,0,0,332,0.4083249258168214,-54.0
0,24,0,0,401,0.3529289099772916,-48.0
1,3,0,0,119,0.9140088575655214,-26.0
1,15,0,0,340,0.3895390792316612,-50.0
1,9,0,0,211,0.5636251186785773,-38.0
1,7,0,0,178,0.6594887831657161,-34.0
1,10,0,0,311,0.41634975752558656,-40.0
1,9,0,0,182,0.6490478160634242,-38.0
1,3,0,0,121,0.8876884768833267,-26.0
1,4,0,0,252,0.4887210544441732,-28.0
1,13,0,0,289,0.44083972422118756,-46.0
1,13,0,0,298,0.4436758565363425,-46.0
1,3,0,0,106,1.0045073141235046,-26.0
1,3,0,0,95,1.1178262089643243,-26.0
1,8,0,0,171,0.6834702962329446,-36.0
1,7,0,0,122,0.8992957653030236,-34.0
0,1,0,0,117,0.9271224586750335,-2.0
1,3,0,0,104,1.0163405612383736,-26.0
1,9,0,0,163,0.6985451969501761,-38.0
1,3,0,0,102,1.0556381785199813,-26.0
1,8,0,0,115,0.9331992717129669,-36.0
1,3,0,0,76,1.3769574192901957,-26.0
1,3,0,0,62,1.6478893061972055,-26.0
1,3,0,0,116,0.9356014518857814,-26.0
1,8,0,0,122,0.9008646216221785,-36.0
1,10,0,0,193,0.5998870423585678,-40.0
1,9,0,0,157,0.7191602800789317,-38.0
1,5,0,0,179,0.6484567039393386,-30.0
1,13,0,0,234,0.5173099200649591,-46.0
1,9,0,0,142,0.7848515482660267,-38.0
1,9,0,0,192,0.6258414496821929,-38.0
0,12,0,0,401,0.34869263059010763,-24.0
1,13,0,0,314,0.4153769798505264,-46.0
1,15,0,0,216,0.5509112326955794,-50.0
1,8,0,0,164,0.6927035531545194,-36.0
1,17,0,0,328,0.404167555882464,-54.0
0,17,0,0,401,0.3578770825559351,-34.0
1,3,0,0,141,0.7962984653232833,-26.0
0,23,0,0,401,0.3567969351116646,-46.0
1,8,0,0,162,0.7096125075024106,-36.0
1,5,0,0,75,1.3673212891007593,-30.0
1,4,0,0,158,0.7119869317693371,-28.0
1,7,0,0,176,0.6549208000776221,-34.0
1,14,0,0,199,0.5843063218862349,-48.0
1,11,0,0,313,0.40928194731259154,-42.0
1,15,0,0,244,0.49353256431479475,-50.0
1,5,0,0,165,0.6933088178629151,-30.0
1,8,0,0,209,0.564738494405125,-36.0
1,7,0,0,252,0.5011614715377246,-34.0
1,22,0,0,320,0.41278213374837425,-64.0
0,24,0,0,401,0.34780250993200423,-48.0
0,18,0,0,401,0.35195307422471617,-36.0
1,8,0,0,127,0.8686445391737085,-36.0
1,8,0,0,140,0.7967382530609175,-36.0
1,9,0,0,154,0.7260666175361034,-38.0
1,16,0,0,265,0.4640855757025068,-52.0
1,3,0,0,127,0.8865109307264226,-26.0
1,5,0,0,156,0.7220872994422568,-30.0
1,3,0,0,101,1.0699642051575742,-26.0
1,7,0,0,138,0.8094604773234618,-34.0
1,11,0,0,237,0.5162574958212335,-42.0
1,8,0,0,190,0.6215142244467392,-36.0
1,12,0,0,263,0.46811550600065055,-44.0
1,13,0,0,229,0.5249338407991803,-46.0
1,7,0,0,147,0.7458135538018577,-34.0
1,8,0,0,151,0.7444125703399062,-36.0
0,12,0,0,401,0.35453444706989,-24.0
1,8,0,0,137,0.8081059279300693,-36.0
1,10,0,0,265,0.4686868848498059,-40.0
1,9,0,0,117,0.9316705449500953,-38.0
1,5,0,0,316,0.41662205301980404,-30.0
1,7,0,0,246,0.4983125581948082,-34.0
1,12,0,0,216,0.5499302615646459,-44.0
1,9,0,0,229,0.520357486302705,-38.0
1,12,0,0,254,0.48005825582821066,-44.0
1,21,0,0,375,0.3681365638334834,-62.0
1,8,0,0,129,0.8668411870573883,-36.0
1,3,0,0,102,1.0363469833892438,-26.0
1,8,0,0,138,0.8253466348142858,-36.0
1,8,0,0,174,0.6601142394698611,-36.0
1,7,0,0,155,0.7352920566698692,-34.0
1,8,0,0,133,0.8531831844373999,-36.0
1,8,0,0,134,0.8371668621277177,-36.0
1,3,0,0,129,0.855235860598873,-26.0
1,19,0,0,358,0.3820257637520502,-58.0
1,14,0,0,227,0.5362557276691432,-48.0
1,3,0,0,165,0.6966554127499864,-26.0
1,11,0,0,178,0.6505830930681311,-42.0
0,17,0,0,401,0.3517743505960487,-34.0
0,1,0,0,98,1.0890575794994777,-2.0
1,9,0,0,233,0.5260880939421114,-38.0
0,8,0,0,401,0.3488974716680549,-16.0
1,4,0,0,159,0.7191898300935599,-28.0
1,3,0,0,59,1.7473738106087133,-26.0
1,17,0,0,368,0.3711114094122055,-54.0
1,7,0,0,177,0.6456681851888239,-34.0
0,19,0,0,401,0.3525275125501065,-38.0
1,8,0,0,201,0.5812109467019396,-36.0
1,7,0,0,109,0.9854251319575732,-34.0
1,10,0,0,200,0.595098444318691,-40.0
1,3,0,0,81,1.302178486183638,-26.0
1,5,0,0,129,0.855500638199017,-30.0
0,9,0,0,401,0.348346775387675,-18.0
1,13,0,0,198,0.6030965420098365,-46.0
1,9,0,0,199,0.5828838447431457,-38.0
1,8,0,0,188,0.6259183117924433,-36.0
1,8,0,0,130,0.8346192135409127,-36.0
1,7,0,0,142,0.7738275547105232,-34.0
1,3,0,0,158,0.7122257166937099,-26.0
0,17,0,0,401,0.3477810375340259,-34.0
1,18,0,0,358,0.37705282787462785,-56.0
1,7,0,0,224,0.539859739770118,-34.0
1,9,0,0,262,0.47194582977527666,-38.0
0,15,0,0,401,0.35052401549459444,-30.0
1,3,0,0,113,0.9634606975184704,-26.0
1,9,0,0,247,0.5008301402262306,-38.0
1,9,0,0,188,0.6134295206889219,-38.0
1,9,0,0,150,0.7695720555865349,-38.0
1,14,0,0,202,0.590573736502945,-48.0
1,8,0,0,99,1.0902622879827737,-36.0
0,17,0,0,401,0.34413815144620513,-34.0
1,3,0,0,89,1.1982596278158182,-26.0
1,5,0,0,237,0.5184836000382407,-30.0
1,3,0,0,89,1.2035955038355959,-26.0
1,4,0,0,171,0.6868774499963958,-28.0
1,20,0,0,386,0.35840716876235035,-60.0
1,9,0,0,126,0.8666826442323734,-38.0
0,14,0,0,401,0.3505593971039008,-28.0
1,7,0,0,149,0.7512140230250048,-34.0
0,14,0,0,401,0.3415527384894894,-28.0
1,10,0,0,183,0.6406496877203374,-40.0
1,10,0,0,203,0.5850000067319016,-40.0
1,7,0,0,111,0.980957197665142,-34.0
1,5,0,0,200,0.5854328668044932,-30.0
1,15,0,0,251,0.48542766060175113,-50.0
1,20,0,0,327,0.39875330790183505,-60.0
1,22,0,0,395,0.35042791149912955,-64.0
1,11,0,0,264,0.4771791276179765,-42.0
1,6,0,0,144,0.7907511133316513,-32.0
1,14,0,0,249,0.5032312997775814,-48.0
1,5,0,0,136,0.8070474513261421,-30.0
1,10,0,0,141,0.804303597822278,-40.0
1,7,0,0,158,0.7237119185024714,-34.0
1,18,0,0,373,0.3719922537503111,-56.0
1,7,0,0,119,0.9170005831675334,-34.0
1,9,0,0,158,0.7194527976762185,-38.0
1,11,0,0,191,0.6244376902392318,-42.0
1,15,0,0,211,0.5694648113750567,-50.0
1,9,0,0,207,0.5750159070518934,-38.0
1,8,0,0,167,0.6912726013614644,-36.0
1,19,0,0,354,0.381904024562339,-58.0
1,7,0,0,109,0.9979877224719833,-34.0
1,6,0,0,107,1.0272259538086173,-32.0
1,11,0,0,214,0.5539342478988751,-42.0
0,18,0,0,401,0.3494453787567298,-36.0
1,13,0,0,203,0.5928829138917456,-46.0
0,4,0,0,113,0.9663520541724266,-8.0
1,8,0,0,117,0.9294290956302668,-36.0
1,11,0,0,174,0.6852840113971687,-42.0
1,9,0,0,227,0.5393719939033135,-38.0
1,14,0,0,262,0.47650921302251503,-48.0
1,10,0,0,155,0.7251646166858486,-40.0
1,7,0,0,218,0.5539338258639884,-34.0
1,8,0,0,102,1.0278914511151578,-36.0
1,17,0,0,345,0.3780221290655845,-54.0
1,10,0,0,120,0.8997946970627649,-40.0
1,8,0,0,125,0.8910571073019686,-36.0
1,17,0,0,299,0.427740485576987,-54.0
1,9,0,0,119,0.8917911166532361,-38.0
0,15,0,0,401,0.3499329873286997,-30.0
1,8,0,0,146,0.7764619025732478,-36.0
1,10,0,0,213,0.5621883493352856,-40.0
1,9,0,0,139,0.7966968436015258,-38.0
1,6,0,0,303,0.4216864032686221,-32.0
0,12,0,0,401,0.34994656642396094,-24.0
1,8,0,0,138,0.8017810022734521,-36.0
1,9,0,0,131,0.8408523769883829,-38.0
1,9,0,0,128,0.869718362237926,-38.0
1,12,0,0,186,0.632525813307642,-44.0
1,18,0,0,290,0.45292147831035795,-56.0
1,9,0,0,130,0.8447450618517841,-38.0
1,11,0,0,158,0.7241325747140017,-42.0
1,7,0,0,286,0.4405981101772471,-34.0
1,8,0,0,168,0.6975500624223739,-36.0
0,18,0,0,401,0.3505478162045812,-36.0
1,6,0,0,137,0.8030170368332551,-32.0
1,6,0,0,97,1.0916969438109645,-32.0
1,4,0,0,153,0.7344123402314826,-28.0
1,7,0,0,181,0.6345212859889977,-34.0
1,8,0,0,148,0.7665941963847214,-36.0
1,12,0,0,215,0.5638337127780046,-44.0
0,12,0,0,401,0.34797853007602053,-24.0
1,8,0,0,137,0.8100423374026641,-36.0
1,12,0,0,271,0.4736797371129086,-44.0
1,10,0,0,171,0.6598710589174368,-40.0
1,9,0,0,123,0.8985702899071049,-38.0
1,3,0,0,121,0.9186509042608296,-26.0
1,19,0,0,328,0.40200395169818737,-58.0
1,8,0,0,121,0.8896764320329855,-36.0
1,14,0,0,215,0.5460165462751542,-48.0
1,5,0,0,207,0.5718190394579126,-30.0
0,12,0,0,401,0.3520397719663494,-24.0
1,7,0,0,205,0.577842615880605,-34.0
1,10,0,0,262,0.4708643897443391,-40.0
1,5,0,0,180,0.646092121275329,-30.0
1,4,0,0,135,0.8136422473063095,-28.0
1,11,0,0,249,0.5067819028842014,-42.0
1,8,0,0,112,0.9626413086049219,-36.0
1,3,0,0,95,1.1148035662618871,-26.0
1,10,0,0,177,0.6425471398860992,-40.0
1,9,0,0,140,0.8023464217853431,-38.0
1,14,0,0,227,0.528320015535883,-48.0
1,13,0,0,390,0.35573995079306586,-46.0
1,11,0,0,278,0.4696783419712729,-42.0
1,7,0,0,164,0.6963044663415663,-34.0
1,7,0,0,105,1.0144357558157968,-34.0
1,9,0,0,171,0.6843858215235648,-38.0
1,8,0,0,129,0.8478295872554882,-36.0
1,10,0,0,252,0.4976089621044907,-40.0
1,7,0,0,288,0.438795647634181,-34.0
1,3,0,0,123,0.9108071693130756,-26.0
1,6,0,0,110,0.982450225095665,-32.0
1,8,0,0,198,0.5895004556964633,-36.0
1,7,0,0,223,0.5481964443589712,-34.0
1,26,0,0,363,0.37966853540419837,-72.0
1,6,0,0,168,0.6866521554420338,-32.0
1,10,0,0,195,0.6114040338283496,-40.0
1,8,0,0,168,0.6809117789535574,-36.0
0,7,0,0,274,0.46000565129752635,-14.0
1,15,0,0,371,0.36783445321537683,-50.0
1,10,0,0,118,0.9187362302512636,-40.0
1,18,0,0,308,0.41888538766599576,-56.0
1,9,0,0,214,0.5586968837004166,-38.0
1,11,0,0,154,0.7289195048602414,-42.0
1,7,0,0,163,0.7131106869601003,-34.0
1,12,0,0,229,0.5350506427112814,-44.0
1,6,0,0,142,0.7809979501742254,-32.0
1,9,0,0,213,0.5597832077818812,-38.0
0,12,0,0,401,0.3528797637785782,-24.0
1,7,0,0,128,0.8649359054851916,-34.0
0,14,0,0,401,0.3490330714103407,-28.0
1,16,0,0,259,0.47859808689531574,-52.0
1,11,0,0,200,0.5911249064838208,-42.0
1,15,0,0,208,0.5799838015465946,-50.0
0,11,0,0,401,0.3443941450983297,-22.0
1,16,0,0,340,0.38279451365917055,-52.0
1,22,0,0,375,0.3670612180155995,-64.0
1,10,0,0,155,0.7373242882992757,-40.0
1,7,0,0,184,0.6405212111988166,-34.0
1,12,0,0,240,0.5049055373952219,-44.0
1,10,0,0,266,0.4758688087576819,-40.0
1,9,0,0,136,0.8208145211248152,-38.0
1,12,0,0,320,0.4102973893927241,-44.0
1,15,0,0,272,0.460316231147058,-50.0
1,8,0,0,136,0.8009065503894036,-36.0
1,5,0,0,181,0.638473058159003,-30.0
1,9,0,0,193,0.6042930567727378,-38.0
1,10,0,0,227,0.5255234110274561,-40.0
1,15,0,0,300,0.43985886347377395,-50.0
1,3,0,0,109,0.979619464415952,-26.0
0,23,0,0,401,0.35195581229455614,-46.0
1,6,0,0,200,0.5749038381225053,-32.0
1,10,0,0,124,0.8768334146966619,-40.0
1,13,0,0,180,0.65176067634226,-46.0
1,8,0,0,146,0.776245299194042,-36.0
1,10,0,0,163,0.7107220380810249,-40.0
1,7,0,0,171,0.6694731490939843,-34.0
1,7,0,0,149,0.7569373012733629,-34.0
1,3,0,0,126,0.8704147465315897,-26.0
1,3,0,0,162,0.7158541936262591,-26.0
1,13,0,0,242,0.49693446369190036,-46.0
1,11,0,0,180,0.6408321266764043,-42.0
1,8,0,0,140,0.7984568115162352,-36.0
1,8,0,0,223,0.5370331734700007,-36.0
1,3,0,0,164,0.6945322373151007,-26.0
1,3,0,0,98,1.0849687849883356,-26.0
0,23,0,0,401,0.3458845609864651,-46.0
1,14,0,0,284,0.44478509587938725,-48.0
1,7,0,0,163,0.6901704663042123,-34.0
1,9,0,0,172,0.6675277042506665,-38.0
1,20,0,0,341,0.3988620590578577,-60.0
1,11,0,0,235,0.504857800997267,-42.0
1,7,0,0,246,0.5113804346880745,-34.0
1,16,0,0,296,0.43120291702823177,-52.0
1,9,0,0,178,0.6421871934792486,-38.0
1,9,0,0,173,0.6703155312960112,-38.0
0,28,0,0,401,0.3555019390428764,-56.0
1,3,0,0,158,0.7246540970221469,-26.0
1,3,0,0,99,1.095442491336521,-26.0
1,12,0,0,169,0.6667846316228676,-44.0
0,21,0,0,401,0.3464998275082809,-42.0
1,3,0,0,116,0.9516146431044399,-26.0
1,7,0,0,228,0.5406600519858544,-34.0
1,3,0,0,163,0.6893030876688664,-26.0
1,12,0,0,266,0.46587349917109144,-44.0
1,3,0,0,108,0.9884948139127452,-26.0
1,7,0,0,102,1.0623970933830489,-34.0
1,15,0,0,224,0.5360011455663083,-50.0
1,9,0,0,120,0.9186264635864883,-38.0
1,1,0,0,1,0.151992550352956,-38.0
1,7,0,0,159,0.7251291588468847,-34.0
1,9,0,0,199,0.5914829099300456,-38.0
1,4,0,0,200,0.5839947700256485,-28.0
1,10,0,0,195,0.5980301650374626,-40.0
0,17,0,0,401,0.3453389619498645,-34.0
1,13,0,0,222,0.5397821208085397,-46.0
1,17,0,0,336,0.3907398985643834,-54.0
1,7,0,0,138,0.7957712747260266,-34.0
1,9,0,0,196,0.5984724298684433,-38.0
1,13,0,0,224,0.5382805818775992,-46.0
1,16,0,0,221,0.5394246873771082,-52.0
1,9,0,0,137,0.7948701592554401,-38.0
1,3,0,0,118,0.9165610105446178,-26.0
1,8,0,0,201,0.603136258232186,-36.0
1,4,0,0,151,0.7390002672677389,-28.0
1,9,0,0,168,0.6777062767099776,-38.0
1,14,0,0,324,0.4015729455124383,-48.0
1,12,0,0,221,0.5372029496857099,-44.0
1,14,0,0,382,0.3569400810365188,-48.0
1,4,0,0,155,0.7391032785536334,-28.0
0,13,0,0,401,0.34395348356536565,-26.0
1,19,0,0,367,0.3686768308032601,-58.0
0,19,0,0,401,0.3442380610396653,-38.0
1,8,0,0,119,0.9300645570662914,-36.0
1,9,0,0,131,0.8378214099810354,-38.0
1,9,0,0,181,0.6258706814371562,-38.0
1,8,0,0,144,0.7813137118607663,-36.0
1,3,0,0,168,0.6958877648228243,-26.0
1,8,0,0,128,0.8671684488551277,-36.0
1,3,0,0,71,1.4497389815458823,-26.0
0,28,0,0,401,0.3393906123962013,-56.0
1,8,0,0,126,0.8753994846606838,-36.0
1,3,0,0,93,1.138440105146565,-26.0
1,11,0,0,145,0.7641292501852367,-42.0
1,9,0,0,188,0.6209258014716585,-38.0
1,9,0,0,257,0.4780132045669307,-38.0
1,4,0,0,129,0.8524187660728788,-28.0
1,13,0,0,239,0.5243255570328325,-46.0
1,4,0,0,201,0.5902414354475213,-28.0
1,13,0,0,264,0.4682452040500728,-46.0
1,3,0,0,233,0.5302352999134636,-26.0
1,3,0,0,103,1.041471042178899,-26.0
1,3,0,0,120,0.891867690725802,-26.0
1,8,0,0,120,0.89361874351552,-36.0
1,7,0,0,198,0.6005242195909274,-34.0
1,9,0,0,180,0.6433516573212995,-38.0
1,8,0,0,110,0.9736638197176571,-36.0
1,15,0,0,241,0.5029936349648724,-50.0
1,10,0,0,182,0.6378877211574605,-40.0
1,10,0,0,305,0.4218376215533245,-40.0
1,15,0,0,220,0.5537970711565449,-50.0
1,22,0,0,373,0.38057594818827045,-64.0
1,6,0,0,197,0.5928571541750097,-32.0
1,3,0,0,138,0.8164619985907443,-26.0
1,7,0,0,129,0.860562217401845,-34.0
1,7,0,0,150,0.7442657520609463,-34.0
1,4,0,0,132,0.829807541757473,-28.0
1,8,0,0,126,0.8943956204795508,-36.0
0,11,0,0,401,0.35971236927993516,-22.0
1,8,0,0,165,0.6956522666952074,-36.0
1,9,0,0,157,0.7139070472173827,-38.0
1,15,0,0,254,0.4956479277482206,-50.0
1,4,0,0,156,0.7406522003883206,-28.0
1,7,0,0,148,0.7597649265621975,-34.0
1,12,0,0,292,0.4346670727490843,-44.0
1,9,0,0,273,0.4705601739136906,-38.0
1,11,0,0,256,0.47909648977447405,-42.0
1,9,0,0,119,0.9191709025496203,-38.0
1,9,0,0,162,0.6953592113190522,-38.0
1,23,0,0,398,0.352971294295332,-66.0
1,3,0,0,123,0.8993688694785058,-26.0
0,8,0,0,264,0.47223336462372084,-16.0
1,8,0,0,127,0.8556616612046928,-36.0
0,22,0,0,401,0.35033991715013857,-44.0
1,4,0,0,191,0.6065868896296412,-28.0
1,4,0,0,309,0.42505278192279095,-28.0
1,14,0,0,158,0.7164728394978754,-48.0
1,10,0,0,175,0.6667281359428621,-40.0
1,8,0,0,114,0.9503809901738776,-36.0
1,9,0,0,184,0.6372792866175022,-38.0
1,3,0,0,71,1.473074350236386,-26.0
1,22,0,0,390,0.3556979423459774,-64.0
1,9,0,0,146,0.7609118006667299,-38.0
1,3,0,0,113,0.9589411444102767,-26.0
1,17,0,0,348,0.3847898656485448,-54.0
0,16,0,0,401,0.34463267054866936,-32.0
1,10,0,0,135,0.8358475864078068,-40.0
1,11,0,0,338,0.38726627834024974,-42.0
1,8,0,0,118,0.9049582575867371,-36.0
1,20,0,0,385,0.3607690167533949,-60.0
0,14,0,0,401,0.3534932615414004,-28.0
