Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulative reward
1,4,0,0,190,0.6102427705076598,-28.0
1,9,0,0,190,0.6087662160621297,-38.0
0,16,0,0,401,0.35265427171391556,-32.0
1,7,0,0,155,0.7251838095614828,-34.0
0,17,0,0,401,0.34067052629800143,-34.0
1,8,0,0,175,0.6675382196564967,-36.0
1,2,0,0,138,0.8078887950698552,-24.0
1,7,0,0,186,0.6242811530471813,-34.0
1,1,0,0,1,0.10095037248846994,-34.0
1,3,0,0,112,0.9717823646913664,-26.0
0,18,0,0,401,0.35538352699728093,-36.0
1,14,0,0,206,0.5728631207115301,-48.0
1,9,0,0,270,0.4747356030917998,-38.0
1,11,0,0,157,0.7117870383207049,-42.0
1,11,0,0,247,0.499241998870979,-42.0
1,3,0,0,111,0.9687820851310497,-26.0
1,5,0,0,167,0.6727202752497132,-30.0
1,7,0,0,135,0.8127130301837299,-34.0
1,3,0,0,129,0.8436829903641696,-26.0
0,16,0,0,401,0.35084067668732355,-32.0
1,3,0,0,111,0.9731337825973416,-26.0
1,18,0,0,215,0.5510452134390597,-56.0
1,5,0,0,113,0.9574080383955006,-30.0
1,3,0,0,235,0.5165536176090363,-26.0
1,4,0,0,155,0.7285643155723704,-28.0
1,12,0,0,303,0.4264445167423092,-44.0
1,10,0,0,204,0.5909498794484352,-40.0
1,9,0,0,268,0.4712539684869129,-38.0
1,15,0,0,332,0.3963614386398321,-50.0
1,10,0,0,172,0.6670762589887148,-40.0
1,20,0,0,238,0.5269188253608869,-60.0
1,15,0,0,240,0.5268441667599224,-50.0
1,3,0,0,106,1.0037542978784744,-26.0
0,15,0,0,401,0.3540695286064925,-30.0
1,10,0,0,230,0.5335862019097516,-40.0
0,16,0,0,401,0.35415403131167267,-32.0
1,8,0,0,131,0.8345500097968137,-36.0
0,17,0,0,401,0.3563096772889299,-34.0
1,3,0,0,93,1.1520240126248686,-26.0
1,10,0,0,263,0.47368997262261253,-40.0
1,8,0,0,228,0.5360956343951371,-36.0
1,4,0,0,134,0.8299660100614046,-28.0
1,7,0,0,196,0.6210058531711791,-34.0
1,17,0,0,306,0.4308917938847881,-54.0
1,3,0,0,147,0.7799071949991546,-26.0
1,6,0,0,209,0.5631028121912361,-32.0
1,5,0,0,134,0.8247288689763961,-30.0
1,7,0,0,224,0.5398735106523357,-34.0
0,20,0,0,401,0.3511270583313637,-40.0
1,15,0,0,263,0.47077835272611906,-50.0
1,3,0,0,121,0.902866816339899,-26.0
1,8,0,0,167,0.6837209336461999,-36.0
1,9,0,0,235,0.5175101428718667,-38.0
1,3,0,0,98,1.0856902132146187,-26.0
1,3,0,0,80,1.3046947240699045,-26.0
1,8,0,0,280,0.454010814266252,-36.0
1,3,0,0,133,0.8272167557451504,-26.0
1,5,0,0,130,0.8345573856392151,-30.0
0,11,0,0,401,0.34464318671190375,-22.0
1,3,0,0,73,1.4447510361545242,-26.0
1,9,0,0,214,0.5510867290856887,-38.0
1,5,0,0,147,0.7747542711490011,-30.0
1,12,0,0,187,0.6209769327832685,-44.0
1,7,0,0,203,0.5815460283730461,-34.0
1,11,0,0,147,0.7652759630422523,-42.0
1,9,0,0,126,0.8854911763667953,-38.0
1,4,0,0,182,0.634831615780847,-28.0
1,3,0,0,64,1.636355184220244,-26.0
1,11,0,0,224,0.5384184507766847,-42.0
1,2,0,0,64,1.5927499697224494,-24.0
1,9,0,0,162,0.7083641649163844,-38.0
1,5,0,0,191,0.6047842033155116,-30.0
1,8,0,0,131,0.8300317469054322,-36.0
1,12,0,0,213,0.5686428377548297,-44.0
1,10,0,0,218,0.5509480308066678,-40.0
1,7,0,0,184,0.622790039796556,-34.0
1,3,0,0,97,1.090266813679859,-26.0
1,7,0,0,158,0.7302074637169635,-34.0
1,3,0,0,73,1.3861566198305448,-26.0
1,3,0,0,68,1.4800526262904614,-26.0
1,3,0,0,178,0.6423441896345308,-26.0
0,1,0,0,77,1.3418287355648162,-2.0
1,6,0,0,149,0.7375335836066202,-32.0
1,4,0,0,119,0.9166601743861186,-28.0
1,11,0,0,162,0.7033742135324806,-42.0
1,8,0,0,151,0.7461456700567848,-36.0
1,3,0,0,94,1.118302399160285,-26.0
0,22,0,0,401,0.3618644739755894,-44.0
1,12,0,0,391,0.35564056027111146,-44.0
1,9,0,0,193,0.6095572066003105,-38.0
1,8,0,0,122,0.8994572888714859,-36.0
1,8,0,0,136,0.8062471303033031,-36.0
1,13,0,0,380,0.3593558553076679,-46.0
1,12,0,0,233,0.5284411296613994,-44.0
1,3,0,0,87,1.2189744393257465,-26.0
1,4,0,0,216,0.5527732938553875,-28.0
1,7,0,0,140,0.7790636713407512,-34.0
1,8,0,0,164,0.706258425766797,-36.0
1,8,0,0,145,0.7659626080258409,-36.0
1,9,0,0,328,0.40001439288989915,-38.0
0,18,0,0,401,0.34383522946153705,-36.0
1,3,0,0,99,1.0894557659493689,-26.0
1,9,0,0,148,0.7555496820645867,-38.0
1,10,0,0,154,0.7426624818078369,-40.0
1,2,0,0,134,0.8215381095475144,-24.0
1,3,0,0,128,0.857227561951456,-26.0
1,3,0,0,81,1.274978227119959,-26.0
1,10,0,0,295,0.438422408265034,-40.0
1,6,0,0,126,0.880081952470673,-32.0
0,16,0,0,401,0.35368735423932246,-32.0
1,14,0,0,225,0.535932725338783,-48.0
1,11,0,0,153,0.7548516092842462,-42.0
1,19,0,0,258,0.47573475083630434,-58.0
1,8,0,0,119,0.8999681626196268,-36.0
1,14,0,0,396,0.34786148456981175,-48.0
1,9,0,0,269,0.4718777528129982,-38.0
1,7,0,0,115,0.957300450421332,-34.0
1,6,0,0,117,0.9295582607994639,-32.0
1,11,0,0,195,0.6064559743494513,-42.0
1,3,0,0,151,0.7443998559975115,-26.0
1,8,0,0,232,0.5413363566423594,-36.0
1,9,0,0,129,0.8538573995759348,-38.0
1,3,0,0,198,0.5875198996240693,-26.0
1,5,0,0,250,0.4870349799993192,-30.0
1,7,0,0,143,0.7757706513439603,-34.0
1,4,0,0,156,0.7219505320616096,-28.0
1,9,0,0,215,0.5650229438730562,-38.0
1,3,0,0,84,1.2614327416736626,-26.0
1,16,0,0,277,0.4651960993130374,-52.0
0,19,0,0,401,0.34444997841196123,-38.0
1,5,0,0,120,0.9296128011771286,-30.0
1,17,0,0,327,0.4038229970778932,-54.0
1,8,0,0,197,0.6126393649458213,-36.0
1,3,0,0,115,0.9247619071044834,-26.0
1,10,0,0,238,0.5107472094988758,-40.0
1,8,0,0,137,0.8094887029419825,-36.0
1,7,0,0,187,0.6173407062953941,-34.0
1,3,0,0,147,0.7483134056403612,-26.0
1,3,0,0,85,1.2312539859224998,-26.0
1,13,0,0,242,0.5090685284258624,-46.0
1,21,0,0,256,0.48116415404487917,-62.0
1,3,0,0,91,1.154878510027031,-26.0
1,3,0,0,159,0.7097379654347474,-26.0
1,7,0,0,198,0.5856010774166315,-34.0
1,5,0,0,114,0.9583619300730549,-30.0
1,13,0,0,354,0.3753368227100897,-46.0
1,5,0,0,186,0.6315363644993631,-30.0
0,19,0,0,401,0.35444271722269255,-38.0
1,3,0,0,208,0.5631163881742876,-26.0
1,4,0,0,194,0.6171062801094506,-28.0
1,8,0,0,116,0.9391210944665768,-36.0
1,4,0,0,203,0.580171457666836,-28.0
0,19,0,0,294,0.43652044350148095,-38.0
1,21,0,0,366,0.3690089939048616,-62.0
1,12,0,0,240,0.5155100614176751,-44.0
1,7,0,0,156,0.7166790475068593,-34.0
1,10,0,0,269,0.46557126181529757,-40.0
1,9,0,0,170,0.6707645058814691,-38.0
0,27,0,0,401,0.34288211566866306,-54.0
1,3,0,0,100,1.0592211921187855,-26.0
1,7,0,0,224,0.5446902200332145,-34.0
0,21,0,0,401,0.35586936598630303,-42.0
1,10,0,0,178,0.6445756576422326,-40.0
1,3,0,0,112,0.9687037175329528,-26.0
1,6,0,0,118,0.9329525220413217,-32.0
0,24,0,0,401,0.35894525580077324,-48.0
0,26,0,0,401,0.34930601140179807,-52.0
1,8,0,0,336,0.3983578026965976,-36.0
1,23,0,0,298,0.4346134032990288,-66.0
1,8,0,0,184,0.6435056506501883,-36.0
1,4,0,0,123,0.8678084295267519,-28.0
1,21,0,0,319,0.40828935147936984,-62.0
1,3,0,0,96,1.10138950585541,-26.0
1,3,0,0,92,1.1385789600785596,-26.0
1,9,0,0,233,0.517814444296865,-38.0
1,10,0,0,135,0.8433517160011604,-40.0
1,8,0,0,112,0.9340698872685385,-36.0
1,9,0,0,172,0.6662185926127632,-38.0
1,3,0,0,88,1.214858336475736,-26.0
1,8,0,0,187,0.6214353970346176,-36.0
1,3,0,0,75,1.3906786205214638,-26.0
1,4,0,0,164,0.6885151410063491,-28.0
1,7,0,0,195,0.5996625168765216,-34.0
1,6,0,0,125,0.8678208308307201,-32.0
1,16,0,0,211,0.5670809900762046,-52.0
1,8,0,0,265,0.47161764109465715,-36.0
1,7,0,0,119,0.9102782886073901,-34.0
1,3,0,0,102,1.0616486674481893,-26.0
1,3,0,0,94,1.1176128339821387,-26.0
1,8,0,0,131,0.8449110736228699,-36.0
1,7,0,0,351,0.3858886284932173,-34.0
1,7,0,0,108,0.9749159846990811,-34.0
1,8,0,0,152,0.7599620468360422,-36.0
1,14,0,0,226,0.5428904167968039,-48.0
1,8,0,0,199,0.5926404607249899,-36.0
1,3,0,0,117,0.9396500883737274,-26.0
1,3,0,0,103,1.0644087543795357,-26.0
0,14,0,0,401,0.3440858849562902,-28.0
1,10,0,0,247,0.4985935368263729,-40.0
1,7,0,0,123,0.8816512299585537,-34.0
1,7,0,0,158,0.7139379223097756,-34.0
1,3,0,0,86,1.1976022627591782,-26.0
1,12,0,0,241,0.5022236393674226,-44.0
1,11,0,0,361,0.37666567545867574,-42.0
1,3,0,0,281,0.4539255376684301,-26.0
1,17,0,0,284,0.4490849200474923,-54.0
1,7,0,0,130,0.850295832346832,-34.0
1,10,0,0,172,0.6679529730288298,-40.0
1,3,0,0,97,1.0987664711564626,-26.0
1,7,0,0,160,0.6925109654365189,-34.0
1,5,0,0,206,0.5734824653095718,-30.0
1,5,0,0,129,0.8707872878803992,-30.0
1,9,0,0,170,0.6787272998185994,-38.0
1,9,0,0,190,0.6118310189698907,-38.0
1,15,0,0,367,0.36843259454211447,-50.0
1,10,0,0,269,0.47313306809768424,-40.0
1,7,0,0,249,0.4934759665439999,-34.0
1,6,0,0,163,0.7042423377312879,-32.0
1,3,0,0,85,1.2119539293902544,-26.0
1,8,0,0,128,0.8802807759948107,-36.0
1,8,0,0,113,0.9575638570347659,-36.0
1,4,0,0,119,0.9189089257712589,-28.0
1,3,0,0,131,0.835920816858772,-26.0
1,12,0,0,270,0.4596024102127324,-44.0
0,11,0,0,255,0.4972002226790985,-22.0
1,8,0,0,219,0.5466592222164078,-36.0
1,9,0,0,192,0.6098717929148434,-38.0
1,3,0,0,116,0.9383622209776928,-26.0
0,21,0,0,401,0.35231636604913547,-42.0
1,3,0,0,126,0.8823088926582895,-26.0
1,8,0,0,162,0.7080656409057834,-36.0
1,5,0,0,172,0.6755259101613503,-30.0
1,8,0,0,188,0.6351035517930146,-36.0
1,8,0,0,182,0.6431913999764846,-36.0
1,3,0,0,198,0.5924009315491312,-26.0
1,7,0,0,195,0.605304947837806,-34.0
1,3,0,0,153,0.7451702702549525,-26.0
0,11,0,0,401,0.35198653539029084,-22.0
0,19,0,0,401,0.35313919116313647,-38.0
1,12,0,0,241,0.5131155395699079,-44.0
1,8,0,0,119,0.9154049195515078,-36.0
1,5,0,0,142,0.7869495471499274,-30.0
0,23,0,0,401,0.3520091640961444,-46.0
1,10,0,0,212,0.5652934528701711,-40.0
1,9,0,0,179,0.6430865668207133,-38.0
1,10,0,0,268,0.46367187661744674,-40.0
1,8,0,0,140,0.7943573995426031,-36.0
1,10,0,0,152,0.7464179035283484,-40.0
1,9,0,0,132,0.8294822509538652,-38.0
1,8,0,0,209,0.5768106456191625,-36.0
1,14,0,0,213,0.5630467529861277,-48.0
1,7,0,0,140,0.7992455202697327,-34.0
1,6,0,0,95,1.1359506744193475,-32.0
1,11,0,0,295,0.4353532655853384,-42.0
1,3,0,0,95,1.1249967750025764,-26.0
1,8,0,0,135,0.8181998195277943,-36.0
1,3,0,0,136,0.8158074876352032,-26.0
1,3,0,0,109,0.9950401364135218,-26.0
1,17,0,0,215,0.551353503918611,-54.0
1,3,0,0,117,0.9399827681583884,-26.0
1,4,0,0,149,0.7555705762300781,-28.0
1,12,0,0,205,0.5763879849230086,-44.0
1,7,0,0,136,0.8031026007261441,-34.0
1,11,0,0,357,0.3790665416097091,-42.0
1,5,0,0,292,0.43100019640764103,-30.0
1,8,0,0,208,0.5825730763763061,-36.0
1,8,0,0,113,0.9631725273062884,-36.0
1,11,0,0,265,0.46459619548761694,-42.0
1,8,0,0,136,0.8187554903821337,-36.0
1,15,0,0,183,0.6386316884405421,-50.0
1,6,0,0,172,0.6697824809956292,-32.0
0,15,0,0,401,0.3506662044004683,-30.0
1,4,0,0,127,0.8794439114526319,-28.0
1,3,0,0,156,0.7234100425516343,-26.0
1,4,0,0,135,0.8164352284463833,-28.0
1,7,0,0,179,0.6344801571138712,-34.0
1,10,0,0,285,0.44396312512898123,-40.0
1,10,0,0,193,0.6060477884782959,-40.0
1,2,0,0,77,1.3514377627458733,-24.0
1,7,0,0,107,1.002217730463979,-34.0
1,9,0,0,137,0.8151065568079978,-38.0
1,7,0,0,128,0.8479194653819188,-34.0
1,9,0,0,194,0.6006951892659568,-38.0
1,9,0,0,180,0.6535767257543035,-38.0
1,17,0,0,347,0.39325109669605013,-54.0
1,14,0,0,328,0.41104458618014983,-48.0
1,12,0,0,225,0.5359918055662919,-44.0
1,20,0,0,242,0.5112702744507134,-60.0
1,14,0,0,346,0.388446308368474,-48.0
1,4,0,0,130,0.8511497257059638,-28.0
1,12,0,0,198,0.6109426341040118,-44.0
1,10,0,0,272,0.474919487143021,-40.0
1,10,0,0,197,0.5977882100194918,-40.0
1,2,0,0,61,1.680952983068962,-24.0
0,23,0,0,401,0.3577671439014988,-46.0
0,3,0,0,166,0.6823833590991424,-6.0
1,8,0,0,128,0.8583834404749481,-36.0
1,13,0,0,241,0.5090688413045722,-46.0
0,26,0,0,401,0.3592022823439454,-52.0
1,6,0,0,110,0.956932302502046,-32.0
1,3,0,0,210,0.5763216422545953,-26.0
0,21,0,0,401,0.34995900439884997,-42.0
1,7,0,0,117,0.9227082427791813,-34.0
1,15,0,0,294,0.44212168937123997,-50.0
0,10,0,0,401,0.34976564144302397,-20.0
1,8,0,0,160,0.7130497400633653,-36.0
1,25,0,0,385,0.3553737870736199,-70.0
1,8,0,0,118,0.925133853529108,-36.0
0,16,0,0,401,0.35232101626797774,-32.0
1,7,0,0,177,0.6450543605880769,-34.0
0,16,0,0,401,0.3522184418698235,-32.0
0,4,0,0,401,0.3442855387269903,-8.0
0,17,0,0,401,0.34503673967134235,-34.0
1,13,0,0,160,0.7190528422906977,-46.0
1,10,0,0,172,0.6780589159636264,-40.0
1,3,0,0,146,0.7879809963187386,-26.0
1,8,0,0,163,0.6978690003555054,-36.0
1,9,0,0,213,0.5537017933517698,-38.0
1,9,0,0,253,0.4921156798387786,-38.0
1,4,0,0,99,1.0744931067726233,-28.0
1,12,0,0,203,0.5697658788910716,-44.0
1,16,0,0,277,0.45960331101257607,-52.0
1,16,0,0,255,0.5020482728844496,-52.0
1,9,0,0,192,0.5951669523572373,-38.0
0,18,0,0,401,0.3501044489819752,-36.0
1,17,0,0,274,0.45651483269772974,-54.0
1,13,0,0,219,0.5512342088795199,-46.0
1,8,0,0,119,0.9195770516577212,-36.0
1,7,0,0,166,0.7077544376704498,-34.0
1,3,0,0,134,0.827032956975625,-26.0
1,13,0,0,201,0.5799645507677351,-46.0
1,17,0,0,386,0.3694766646770235,-54.0
1,8,0,0,145,0.7790220581697359,-36.0
1,8,0,0,110,0.9788222306111556,-36.0
1,10,0,0,176,0.6583047709740163,-40.0
1,5,0,0,113,0.9516914292581808,-30.0
1,9,0,0,212,0.5680668508443283,-38.0
1,5,0,0,212,0.5645612412826031,-30.0
1,10,0,0,259,0.4866739673452516,-40.0
1,8,0,0,109,0.9934290721054728,-36.0
1,8,0,0,139,0.7983906833577998,-36.0
1,15,0,0,292,0.4330457469359337,-50.0
1,3,0,0,126,0.8726840602405509,-26.0
1,4,0,0,174,0.6553124821010241,-28.0
0,17,0,0,401,0.35771038715773856,-34.0
1,19,0,0,358,0.38104215050924684,-58.0
1,18,0,0,365,0.37580122907788915,-56.0
1,8,0,0,108,0.9856423934593876,-36.0
1,4,0,0,162,0.7101721902603806,-28.0
1,3,0,0,148,0.7624831708915816,-26.0
1,11,0,0,118,0.9147314308667174,-42.0
1,7,0,0,110,0.9714506896920951,-34.0
1,9,0,0,158,0.7278911214461158,-38.0
1,8,0,0,161,0.7088191813266231,-36.0
1,16,0,0,214,0.5547790049672879,-52.0
1,13,0,0,301,0.4286115823073395,-46.0
0,16,0,0,401,0.3538935679404636,-32.0
1,8,0,0,133,0.8203836327056725,-36.0
1,7,0,0,163,0.708516600207669,-34.0
0,5,0,0,130,0.8549197044156871,-10.0
1,6,0,0,115,0.9490847126993794,-32.0
1,10,0,0,173,0.6617812824198798,-40.0
1,11,0,0,224,0.548627347398808,-42.0
1,10,0,0,182,0.6365074568220542,-40.0
1,9,0,0,259,0.4868786393584195,-38.0
1,11,0,0,148,0.7459819082488803,-42.0
1,7,0,0,124,0.8756576270016866,-34.0
1,8,0,0,141,0.7778101679655112,-36.0
1,3,0,0,66,1.5779440077929763,-26.0
1,9,0,0,159,0.7122745770092593,-38.0
1,7,0,0,151,0.7519375684285065,-34.0
1,8,0,0,150,0.7325310080277164,-36.0
1,14,0,0,257,0.48199267235791465,-48.0
1,12,0,0,379,0.3571034462003885,-44.0
1,14,0,0,204,0.5890198476973366,-48.0
1,12,0,0,148,0.7506923245780629,-44.0
1,9,0,0,120,0.917954763514475,-38.0
1,11,0,0,206,0.568437694881424,-42.0
1,7,0,0,181,0.6415405427268274,-34.0
1,9,0,0,186,0.6326536553643982,-38.0
1,6,0,0,206,0.5750657310040322,-32.0
1,6,0,0,101,1.0822893907313955,-32.0
1,8,0,0,156,0.719259486350202,-36.0
1,12,0,0,202,0.5782074921041314,-44.0
1,8,0,0,163,0.7018645297173075,-36.0
1,8,0,0,160,0.7266775126747755,-36.0
1,14,0,0,350,0.3853019002972111,-48.0
1,6,0,0,114,0.9479009097272875,-32.0
0,11,0,0,401,0.34866178575703033,-22.0
1,7,0,0,173,0.668496308768425,-34.0
1,7,0,0,117,0.9359740154453016,-34.0
1,8,0,0,182,0.6291627632336978,-36.0
1,5,0,0,127,0.8775026368283246,-30.0
1,12,0,0,298,0.4424311411728129,-44.0
1,10,0,0,230,0.5140244758569792,-40.0
1,8,0,0,203,0.5887940348502486,-36.0
0,30,0,0,401,0.35365618752462813,-60.0
1,16,0,0,230,0.5326816598923854,-52.0
1,3,0,0,71,1.473416245796251,-26.0
1,16,0,0,379,0.36716888446896767,-52.0
0,14,0,0,401,0.3532886116367734,-28.0
1,12,0,0,185,0.626799802880351,-44.0
1,6,0,0,93,1.1262040999730225,-32.0
1,7,0,0,114,0.9511967328078307,-34.0
1,8,0,0,127,0.8618306127977382,-36.0
1,8,0,0,195,0.5935250396335505,-36.0
1,6,0,0,226,0.5316258497642358,-32.0
1,11,0,0,212,0.5695450085658272,-42.0
1,9,0,0,211,0.5690558177440539,-38.0
1,3,0,0,83,1.2505548224672987,-26.0
0,15,0,0,401,0.3526558021316027,-30.0
1,7,0,0,198,0.5983854288021782,-34.0
1,11,0,0,235,0.5212362948648475,-42.0
1,8,0,0,110,0.9834161992155851,-36.0
1,7,0,0,162,0.6995451475360227,-34.0
1,16,0,0,360,0.3772022046423232,-52.0
1,9,0,0,191,0.6070010144344373,-38.0
1,8,0,0,178,0.6491299609898122,-36.0
0,14,0,0,401,0.3426740063605826,-28.0
1,5,0,0,184,0.617789960182473,-30.0
0,20,0,0,401,0.3468614094659813,-40.0
1,5,0,0,97,1.10157972763762,-30.0
1,11,0,0,214,0.5478190968649888,-42.0
1,18,0,0,387,0.3609184667086682,-56.0
1,12,0,0,258,0.4884620740126115,-44.0
1,15,0,0,313,0.41589262421732026,-50.0
1,13,0,0,131,0.8305253963209946,-46.0
1,12,0,0,299,0.42985144154362487,-44.0
1,7,0,0,103,1.051800424570162,-34.0
0,0,0,0,15,2.799999245060379,0.0
1,9,0,0,135,0.8236970431916201,-38.0
1,9,0,0,154,0.7416247510161523,-38.0
1,14,0,0,237,0.5024698307588571,-48.0
1,13,0,0,278,0.451330109176627,-46.0
1,9,0,0,149,0.7577284385497207,-38.0
1,9,0,0,155,0.7304720605922276,-38.0
1,6,0,0,139,0.786175842508764,-32.0
1,8,0,0,161,0.7029682303552902,-36.0
1,3,0,0,106,1.0303539227080898,-26.0
1,8,0,0,123,0.8939898679179469,-36.0
0,18,0,0,401,0.35425904311508033,-36.0
1,9,0,0,138,0.8029799665302004,-38.0
1,16,0,0,278,0.4665265143498973,-52.0
1,9,0,0,147,0.780953505149105,-38.0
1,10,0,0,211,0.5745668117860837,-40.0
1,3,0,0,93,1.1272596030660136,-26.0
0,9,0,0,401,0.34727410579466683,-18.0
0,15,0,0,401,0.35202270712007544,-30.0
1,9,0,0,128,0.8574367008743903,-38.0
1,3,0,0,100,1.060015208692884,-26.0
1,9,0,0,152,0.7376317021241569,-38.0
1,9,0,0,212,0.5507991444727098,-38.0
1,8,0,0,195,0.605873260417677,-36.0
1,8,0,0,135,0.831681768315372,-36.0
1,13,0,0,228,0.5265241933196273,-46.0
1,10,0,0,187,0.6265980864108768,-40.0
1,10,0,0,165,0.6824638896537727,-40.0
1,12,0,0,133,0.8391058289328949,-44.0
1,11,0,0,175,0.6630940693839136,-42.0
1,10,0,0,128,0.8466457988629921,-40.0
1,3,0,0,74,1.3825512660585293,-26.0
0,18,0,0,401,0.3544158000171894,-36.0
1,7,0,0,224,0.5416735596572227,-34.0
1,12,0,0,163,0.6999396291149754,-44.0
1,9,0,0,175,0.6594183301421281,-38.0
1,9,0,0,182,0.6278409979575205,-38.0
1,10,0,0,165,0.6826367389142927,-40.0
1,9,0,0,167,0.6819597278153717,-38.0
1,6,0,0,182,0.62503076694099,-32.0
0,11,0,0,401,0.3543951119254567,-22.0
1,9,0,0,188,0.6209625971353748,-38.0
1,9,0,0,172,0.6766170263941947,-38.0
1,9,0,0,182,0.6376410973297618,-38.0
1,6,0,0,166,0.694725996916252,-32.0
1,7,0,0,187,0.6225683523136788,-34.0
1,6,0,0,147,0.76190329923924,-32.0
1,9,0,0,135,0.8131885975405097,-38.0
1,7,0,0,204,0.5751242380731044,-34.0
1,3,0,0,105,1.0139990683217708,-26.0
1,3,0,0,111,0.981413330980597,-26.0
1,9,0,0,206,0.5907078031055837,-38.0
1,9,0,0,175,0.6472272899949654,-38.0
0,15,0,0,401,0.3545734857370574,-30.0
1,12,0,0,250,0.5006209580463167,-44.0
1,8,0,0,184,0.6315967275400536,-36.0
1,17,0,0,273,0.4589754049225142,-54.0
1,23,0,0,350,0.391246271452751,-66.0
1,12,0,0,204,0.5867335436842261,-44.0
1,3,0,0,152,0.7364634201980981,-26.0
1,4,0,0,105,1.008407788111323,-28.0
1,6,0,0,101,1.062167886260568,-32.0
1,4,0,0,123,0.8965537933403107,-28.0
1,7,0,0,154,0.7307837069257203,-34.0
0,18,0,0,401,0.34892949173814286,-36.0
1,9,0,0,157,0.7233848407648663,-38.0
1,12,0,0,147,0.7624828937695506,-44.0
1,11,0,0,242,0.5121629037451795,-42.0
1,6,0,0,112,0.9658300231580326,-32.0
0,19,0,0,401,0.34940031595401644,-38.0
1,9,0,0,232,0.5230025113285056,-38.0
1,11,0,0,175,0.65900593196325,-42.0
1,22,0,0,342,0.39808941969902706,-64.0
1,1,0,0,1,0.008083660923495994,-64.0
1,10,0,0,235,0.518445873781852,-40.0
1,3,0,0,81,1.302186054156691,-26.0
1,11,0,0,226,0.531040427424975,-42.0
1,18,0,0,199,0.5939062067739365,-56.0
1,9,0,0,253,0.4914461504715575,-38.0
1,3,0,0,87,1.2322952701033527,-26.0
1,23,0,0,357,0.3812216285523101,-66.0
1,9,0,0,194,0.6065953834062728,-38.0
1,12,0,0,301,0.42776626464727846,-44.0
1,10,0,0,190,0.6131568751651004,-40.0
1,11,0,0,165,0.6811425136316195,-42.0
1,9,0,0,159,0.7222619737840874,-38.0
1,9,0,0,210,0.5626947549424052,-38.0
0,18,0,0,401,0.3509382876250124,-36.0
1,6,0,0,235,0.5089438712052,-32.0
1,13,0,0,285,0.4457603065412212,-46.0
1,7,0,0,147,0.7576964989696046,-34.0
1,9,0,0,182,0.6329856398549728,-38.0
1,3,0,0,181,0.635645242848025,-26.0
1,9,0,0,183,0.646135823407325,-38.0
1,3,0,0,164,0.7060745876292246,-26.0
1,3,0,0,88,1.2099895380531607,-26.0
1,8,0,0,89,1.172378098046631,-36.0
1,8,0,0,196,0.5978249642433068,-36.0
1,3,0,0,76,1.3705063989387354,-26.0
1,3,0,0,110,0.9783039729642358,-26.0
1,14,0,0,196,0.6020902808820461,-48.0
1,24,0,0,362,0.3797146515528721,-68.0
1,3,0,0,251,0.4843538576136841,-26.0
1,3,0,0,131,0.8420812627059916,-26.0
1,11,0,0,159,0.7263797932867533,-42.0
1,8,0,0,139,0.8094725901973946,-36.0
1,15,0,0,340,0.38784541272338596,-50.0
1,8,0,0,151,0.7441138445423195,-36.0
1,6,0,0,94,1.1213223534000654,-32.0
1,11,0,0,299,0.4302473028852112,-42.0
1,27,0,0,313,0.4065581031072427,-74.0
1,5,0,0,230,0.5344493105557204,-30.0
1,9,0,0,199,0.5904477148157733,-38.0
1,10,0,0,185,0.6237458434684015,-40.0
1,7,0,0,118,0.9214472837689146,-34.0
1,12,0,0,238,0.5121461415312005,-44.0
1,7,0,0,112,0.9664372109737008,-34.0
1,7,0,0,135,0.8251255140411567,-34.0
0,12,0,0,401,0.35170732824579376,-24.0
1,4,0,0,151,0.7394224715216393,-28.0
1,9,0,0,124,0.8812190955467115,-38.0
1,6,0,0,162,0.7196810769901228,-32.0
1,12,0,0,133,0.834038105456349,-44.0
0,14,0,0,401,0.346846548299556,-28.0
1,7,0,0,96,1.106671703009368,-34.0
0,21,0,0,401,0.35572381436591005,-42.0
1,9,0,0,205,0.5847994791412308,-38.0
1,10,0,0,197,0.5921603666359379,-40.0
1,5,0,0,264,0.469118579383004,-30.0
1,8,0,0,205,0.5922774364953683,-36.0
1,3,0,0,101,1.0668081728352026,-26.0
1,9,0,0,162,0.6988722890266809,-38.0
1,4,0,0,123,0.8870195253158194,-28.0
1,3,0,0,101,1.0797157136093498,-26.0
1,15,0,0,197,0.6098284375641589,-50.0
0,19,0,0,401,0.35564616195888676,-38.0
1,3,0,0,70,1.4757694357981,-26.0
1,3,0,0,127,0.8839318588480815,-26.0
1,3,0,0,171,0.6676717332311258,-26.0
1,16,0,0,375,0.3736036027432183,-52.0
1,6,0,0,87,1.205075760202988,-32.0
1,8,0,0,143,0.7877941881422065,-36.0
1,3,0,0,156,0.7264255574186514,-26.0
1,16,0,0,243,0.5002338472360153,-52.0
1,14,0,0,219,0.5407058126722732,-48.0
1,9,0,0,157,0.7344799709368743,-38.0
1,9,0,0,217,0.5511902860969737,-38.0
1,16,0,0,184,0.6357585089166338,-52.0
0,4,0,0,106,1.0100775973741745,-8.0
1,8,0,0,165,0.6723637898654049,-36.0
0,18,0,0,401,0.3474089970961468,-36.0
1,11,0,0,134,0.8381999846212614,-42.0
1,3,0,0,81,1.3104796288671803,-26.0
1,9,0,0,121,0.9186850163225428,-38.0
